X,Y,objectid,globalid,prov,regional_health_authority,date_updated,total_number_of_cases,new_cases,currently_hospitalized,current_in_icu,total_number_recovered,total_number_of_deaths,active_cases,total_people_tested,Population,CasesPer10KPop,CreationDate,Creator,EditDate,Editor
0.0,0.0,974,{6551B92C-155B-40DD-BE9B-023CD15E4590},NL,central_rha,2020/11/25 18:04:00+00,23,0,0,0,23,0,0,7371,8.959,2.5672508092421,2020/11/25 18:05:57+00,phearns,2020/11/25 18:05:57+00,phearns
0.0,0.0,975,{794595B1-0C2E-4A0A-9443-AA3F3586E467},NL,western_rha,2020/11/25 18:04:59+00,23,1,0,0,12,1,10,8198,7.414,3.10223900728352,2020/11/25 18:05:57+00,phearns,2020/11/25 18:05:57+00,phearns
0.0,0.0,976,{020E6BB6-E88D-4DAD-A1A4-E7C1586525B7},NL,labradorgrenfell_rha,2020/11/25 18:04:59+00,7,0,0,0,7,0,0,3540,3.605,1.94174757281553,2020/11/25 18:05:57+00,phearns,2020/11/25 18:05:57+00,phearns
0.0,0.0,977,{428CBB62-4744-4A97-8CEB-8CE52F5294B0},NL,eastern_rha,2020/11/26 17:41:00+00,272,1,0,0,253,3,16,41288,32.315,8.41714374129661,2020/11/26 17:44:13+00,phearns,2020/11/26 17:44:13+00,phearns
0.0,0.0,978,{7D0C2247-80FD-48DC-A95A-1073D439DB77},NL,central_rha,2020/11/26 17:42:00+00,24,1,0,0,23,0,1,7429,8.959,2.67887040964393,2020/11/26 17:44:13+00,phearns,2020/11/26 17:44:13+00,phearns
0.0,0.0,979,{89C2A2B9-46F8-4FCE-B59F-2EC7F226CAC8},NL,western_rha,2020/11/26 17:42:59+00,24,1,0,0,12,1,11,8315,7.414,3.23711896412193,2020/11/26 17:44:13+00,phearns,2020/11/26 17:44:13+00,phearns
0.0,0.0,980,{1A63E322-473A-41C9-99A6-D27C251ABCBE},NL,labradorgrenfell_rha,2020/11/26 17:42:59+00,7,0,0,0,7,0,0,3546,3.605,1.94174757281553,2020/11/26 17:44:14+00,phearns,2020/11/26 17:44:14+00,phearns
-57.9245377,48.9456607000001,981,{2612FE44-064D-4E0B-82D4-8FE5428FDE1A},NL,eastern_rha,2020/11/27 20:26:00+00,275,3,0,0,254,3,18,41822,32.315,8.50997988550209,2020/11/27 20:29:00+00,phearns,2020/11/27 20:29:00+00,phearns
-57.9246173999999,48.9456942,982,{06264A75-6F3F-40CC-B13E-5D1170239B20},NL,central_rha,2020/11/27 20:26:59+00,24,0,0,0,23,0,1,7494,8.959,2.67887040964393,2020/11/27 20:29:01+00,phearns,2020/11/27 20:29:01+00,phearns
-57.9246077999999,48.9456886,983,{FAAAEA89-C6BC-40F9-8659-408E5CF3EF7B},NL,western_rha,2020/11/27 20:26:59+00,25,1,0,0,12,1,12,8379,7.414,3.37199892096035,2020/11/27 20:29:01+00,phearns,2020/11/27 20:29:01+00,phearns
-57.9246062999999,48.9456924,984,{3B22B0B3-0A2F-4CB7-9179-D19927995A60},NL,labradorgrenfell_rha,2020/11/27 20:28:00+00,7,0,0,0,7,0,0,3625,3.605,1.94174757281553,2020/11/27 20:29:02+00,phearns,2020/11/27 20:29:02+00,phearns
-57.9246386999999,48.9457847,985,{51A63A41-FB49-4F5D-8E4C-DF25C35B85F3},NL,eastern_rha,2020/11/28 17:42:00+00,277,2,0,0,254,3,20,42158,32.315,8.57187064830574,2020/11/28 17:44:26+00,phearns,2020/11/28 17:44:26+00,phearns
-57.9247253999999,48.9457597000001,986,{CD3F1854-38EF-499B-9E23-D607CF7D750A},NL,central_rha,2020/11/28 17:42:59+00,24,0,0,0,23,0,1,7547,8.959,2.67887040964393,2020/11/28 17:44:26+00,phearns,2020/11/28 17:44:26+00,phearns
-57.9247098,48.9457834,987,{DECB6EEB-A151-49C0-BD6C-731793A022DC},NL,western_rha,2020/11/28 17:42:59+00,25,0,0,0,13,1,11,8425,7.414,3.37199892096035,2020/11/28 17:44:26+00,phearns,2020/11/28 17:44:26+00,phearns
-57.9247096,48.9457791,988,{1D6DB722-2AF5-454B-A384-5C11E2791731},NL,labradorgrenfell_rha,2020/11/28 17:44:00+00,7,0,0,0,7,0,0,3702,3.605,1.94174757281553,2020/11/28 17:44:27+00,phearns,2020/11/28 17:44:27+00,phearns
-57.9246646,48.9457772000001,989,{624C5FC2-8086-43B0-B21F-2F00F8DCB9A8},NL,eastern_rha,2020/11/29 18:04:59+00,281,4,0,0,254,3,24,42339,32.315,8.69565217391304,2020/11/29 18:07:38+00,phearns,2020/11/29 18:07:38+00,phearns
-57.9246646999999,48.9457714000001,990,{A426EF21-41F1-4BDE-98A1-AB0157807495},NL,central_rha,2020/11/29 18:06:00+00,24,0,0,0,23,0,1,7598,8.959,2.67887040964393,2020/11/29 18:07:38+00,phearns,2020/11/29 18:07:38+00,phearns
-57.9246454,48.9457651000001,991,{97D166AB-7B88-4DD9-90A7-D7B8915CC3F2},NL,western_rha,2020/11/29 18:06:00+00,25,0,0,0,13,1,11,8492,7.414,3.37199892096035,2020/11/29 18:07:39+00,phearns,2020/11/29 18:07:39+00,phearns
-57.9246335,48.9457468000001,992,{C8EEA883-D73F-4196-9685-66F3694E90AE},NL,labradorgrenfell_rha,2020/11/29 18:07:00+00,7,0,0,0,7,0,0,3733,3.605,1.94174757281553,2020/11/29 18:07:39+00,phearns,2020/11/29 18:07:39+00,phearns
0.0,0.0,993,{F5DAE6D8-D14D-4DBD-A40B-DFDD939824CF},NL,eastern_rha,2020/11/30 18:29:00+00,282,1,0,0,255,3,24,42582,32.315,8.72659755531487,2020/11/30 18:33:16+00,phearns,2020/11/30 18:33:16+00,phearns
0.0,0.0,994,{CE613387-42B7-4880-AC9E-D3C5CA390C0D},NL,central_rha,2020/11/30 18:30:00+00,24,0,0,0,23,0,1,7628,8.959,2.67887040964393,2020/11/30 18:33:16+00,phearns,2020/11/30 18:33:16+00,phearns
0.0,0.0,995,{B0E8E588-F19A-4D7A-8821-1C825277E154},NL,western_rha,2020/11/30 18:30:59+00,25,0,0,0,13,1,11,8566,7.414,3.37199892096035,2020/11/30 18:33:17+00,phearns,2020/11/30 18:33:17+00,phearns
0.0,0.0,996,{F2167F4A-243B-4BA9-9215-9A5F2F1D7B0D},NL,labradorgrenfell_rha,2020/11/30 18:32:00+00,7,0,0,0,7,0,0,3745,3.605,1.94174757281553,2020/11/30 18:33:17+00,phearns,2020/11/30 18:33:17+00,phearns
0.0,0.0,997,{A6F7B6F1-CE66-4B3D-99B4-8CAA57759C65},NL,eastern_rha,2020/12/01 17:47:00+00,283,1,0,0,258,3,22,42871,32.315,8.7575429367167,2020/12/01 17:48:50+00,phearns,2020/12/01 17:48:50+00,phearns
0.0,0.0,998,{332E71A6-DB68-4647-AA7D-7150344E9F31},NL,central_rha,2020/12/01 17:48:00+00,24,0,0,0,23,0,1,7640,8.959,2.67887040964393,2020/12/01 17:48:51+00,phearns,2020/12/01 17:48:51+00,phearns
0.0,0.0,999,{C53DB811-7618-4B41-90F8-F1DA817BAFCD},NL,western_rha,2020/12/01 17:48:00+00,25,0,0,0,14,1,10,8572,7.414,3.37199892096035,2020/12/01 17:48:51+00,phearns,2020/12/01 17:48:51+00,phearns
0.0,0.0,1000,{86AB6268-96BA-4BA2-8125-E4161CB6A07D},NL,labradorgrenfell_rha,2020/12/01 17:48:00+00,7,0,0,0,7,0,0,3758,3.605,1.94174757281553,2020/12/01 17:48:51+00,phearns,2020/12/01 17:48:51+00,phearns
0.0,0.0,1001,{2AC8EEF4-E567-44B9-9B00-FB5E21AF55F1},NL,eastern_rha,2020/12/02 19:06:59+00,284,1,0,0,259,3,22,43118,32.315,8.78848831811852,2020/12/02 19:08:27+00,phearns,2020/12/02 19:08:27+00,phearns
0.0,0.0,1002,{3FE8C352-B82C-4FD4-B079-57113F659AD9},NL,central_rha,2020/12/02 19:06:59+00,24,0,0,0,23,0,1,7675,8.959,2.67887040964393,2020/12/02 19:08:28+00,phearns,2020/12/02 19:08:28+00,phearns
0.0,0.0,1003,{8D0C6709-5C32-41A9-BB3F-8F9BA1F11DBB},NL,western_rha,2020/12/02 19:06:59+00,25,0,0,0,17,1,7,8608,7.414,3.37199892096035,2020/12/02 19:08:28+00,phearns,2020/12/02 19:08:28+00,phearns
0.0,0.0,1004,{68316F26-98CF-4952-A9B5-4E6231BBE882},NL,labradorgrenfell_rha,2020/12/02 19:08:00+00,7,0,0,0,7,0,0,3762,3.605,1.94174757281553,2020/12/02 19:08:29+00,phearns,2020/12/02 19:08:29+00,phearns
0.0,0.0,1005,{67965578-B257-4A32-AB5F-9E33823760EA},NL,eastern_rha,2020/12/03 18:07:00+00,284,0,0,0,259,3,22,43374,32.315,8.78848831811852,2020/12/03 18:08:33+00,phearns,2020/12/03 18:08:33+00,phearns
0.0,0.0,1006,{643E5613-42C4-4674-8A2A-3BCD902D145D},NL,central_rha,2020/12/03 18:07:00+00,24,0,0,0,23,0,1,7703,8.959,2.67887040964393,2020/12/03 18:08:34+00,phearns,2020/12/03 18:08:34+00,phearns
0.0,0.0,1007,{098DB0BA-108B-495D-8054-E72C61E616A7},NL,western_rha,2020/12/03 18:07:00+00,25,0,0,0,18,1,6,8665,7.414,3.37199892096035,2020/12/03 18:08:35+00,phearns,2020/12/03 18:08:35+00,phearns
0.0,0.0,1008,{517F48EC-BEC3-4F52-9FB3-D21757CF9FA1},NL,labradorgrenfell_rha,2020/12/03 18:08:00+00,7,0,0,0,7,0,0,3785,3.605,1.94174757281553,2020/12/03 18:08:35+00,phearns,2020/12/03 18:08:35+00,phearns
0.0,0.0,1009,{289FDB49-DF0F-4D77-93FF-017CABE38666},NL,eastern_rha,2020/12/04 18:40:59+00,287,3,0,0,261,3,23,43586,32.315,8.881324462324,2020/12/04 18:43:05+00,phearns,2020/12/04 18:43:05+00,phearns
0.0,0.0,1010,{7C557E1F-F8B3-43EC-A8BF-6B4162FDC21C},NL,central_rha,2020/12/04 18:42:00+00,24,0,0,0,24,0,0,7744,8.959,2.67887040964393,2020/12/04 18:43:06+00,phearns,2020/12/04 18:43:06+00,phearns
0.0,0.0,1011,{A20EAC89-6D59-4868-94A3-0E1A7BFA61CB},NL,western_rha,2020/12/04 18:42:00+00,25,0,0,0,20,1,4,8701,7.414,3.37199892096035,2020/12/04 18:43:07+00,phearns,2020/12/04 18:43:07+00,phearns
0.0,0.0,1012,{28D59CEF-2F05-4332-9171-5D82D8DA2637},NL,labradorgrenfell_rha,2020/12/04 18:42:00+00,7,0,0,0,7,0,0,3808,3.605,1.94174757281553,2020/12/04 18:43:07+00,phearns,2020/12/04 18:43:07+00,phearns
-57.9245627,48.9457264000001,1013,{A2ADEFED-8BD9-4FC3-9A1D-DDCE6D41AB63},NL,eastern_rha,2020/12/05 18:24:59+00,290,3,0,0,265,3,22,43767,32.315,8.97416060652948,2020/12/05 18:27:18+00,phearns,2020/12/05 18:27:18+00,phearns
-57.9245529,48.9457252,1014,{4D5C43DC-CECD-4271-919A-86F9856510A4},NL,central_rha,2020/12/05 18:26:00+00,25,1,0,0,24,0,1,7799,8.959,2.79049001004576,2020/12/05 18:27:18+00,phearns,2020/12/05 18:27:18+00,phearns
-57.9245635999999,48.9457217,1015,{48D68C60-B120-4D58-884C-B784DBD9E7DE},NL,western_rha,2020/12/05 18:26:00+00,25,0,0,0,21,1,3,8736,7.414,3.37199892096035,2020/12/05 18:27:19+00,phearns,2020/12/05 18:27:19+00,phearns
-57.9245612,48.9457108,1016,{13D54803-48DC-4E27-BF35-93F351BD4C9C},NL,labradorgrenfell_rha,2020/12/05 18:26:00+00,7,0,0,0,7,0,0,3832,3.605,1.94174757281553,2020/12/05 18:27:19+00,phearns,2020/12/05 18:27:19+00,phearns
-57.9245748,48.9456966000001,1017,{AFF7EE55-DC19-4077-AABD-A8F224434571},NL,eastern_rha,2020/12/06 18:01:59+00,292,2,0,0,265,3,24,43887,32.315,9.03605136933313,2020/12/06 18:03:49+00,phearns,2020/12/06 18:03:49+00,phearns
-57.9245744,48.9456970000001,1018,{9B52684C-1A0B-4774-9424-3417C11AF059},NL,central_rha,2020/12/06 18:01:59+00,27,2,0,0,24,0,3,7841,8.959,3.01372921084943,2020/12/06 18:03:49+00,phearns,2020/12/06 18:03:49+00,phearns
-57.9245744999999,48.9456961000001,1019,{26121B15-B3F7-4E59-8E07-38C01509B51A},NL,western_rha,2020/12/06 18:03:00+00,25,0,0,0,21,1,3,8789,7.414,3.37199892096035,2020/12/06 18:03:50+00,phearns,2020/12/06 18:03:50+00,phearns
-57.9245738,48.9456960000001,1020,{9CD42B34-F3DD-400F-B0BC-0EF8F5F2D023},NL,labradorgrenfell_rha,2020/12/06 18:03:00+00,7,0,0,0,7,0,0,3837,3.605,1.94174757281553,2020/12/06 18:03:50+00,phearns,2020/12/06 18:03:50+00,phearns
0.0,0.0,1021,{058E3E08-307A-4507-9EAA-F3A5FF5A68EF},NL,eastern_rha,2020/12/07 18:06:00+00,292,0,0,0,267,3,22,44026,32.315,9.03605136933313,2020/12/07 18:07:16+00,phearns,2020/12/07 18:07:16+00,phearns
0.0,0.0,1022,{C0C18836-CB00-4D9A-9E0A-28D7CECCEC1E},NL,central_rha,2020/12/07 18:06:00+00,27,0,0,0,24,0,3,7875,8.959,3.01372921084943,2020/12/07 18:07:17+00,phearns,2020/12/07 18:07:17+00,phearns
0.0,0.0,1023,{EB7C008B-DAF7-4D87-8AE5-A70A3D13116A},NL,western_rha,2020/12/07 18:06:00+00,25,0,0,0,21,1,3,8822,7.414,3.37199892096035,2020/12/07 18:07:17+00,phearns,2020/12/07 18:07:17+00,phearns
0.0,0.0,1024,{4C0032A2-9552-4B78-B2B2-A1FCC1A67870},NL,labradorgrenfell_rha,2020/12/07 18:07:00+00,7,0,0,0,7,0,0,3863,3.605,1.94174757281553,2020/12/07 18:07:17+00,phearns,2020/12/07 18:07:17+00,phearns
0.0,0.0,1025,{50303591-378B-49DB-ABF3-0E5BA32181AE},NL,eastern_rha,2020/12/08 18:20:00+00,293,1,0,0,267,3,23,44322,32.315,9.06699675073495,2020/12/08 18:21:23+00,phearns,2020/12/08 18:21:23+00,phearns
0.0,0.0,1026,{DAA42194-BA9B-46A4-BA59-798F7C7CC199},NL,central_rha,2020/12/08 18:20:00+00,27,0,0,0,24,0,3,7921,8.959,3.01372921084943,2020/12/08 18:21:24+00,phearns,2020/12/08 18:21:24+00,phearns
0.0,0.0,1027,{0EAFBBB7-187A-4C40-A44C-6ACF6DED8A04},NL,western_rha,2020/12/08 18:20:00+00,25,0,0,0,22,1,2,8848,7.414,3.37199892096035,2020/12/08 18:21:24+00,phearns,2020/12/08 18:21:24+00,phearns
0.0,0.0,1028,{2CE954D1-82E9-497B-B8F9-021CD133E453},NL,labradorgrenfell_rha,2020/12/08 18:20:59+00,7,0,0,0,7,0,0,3876,3.605,1.94174757281553,2020/12/08 18:21:25+00,phearns,2020/12/08 18:21:25+00,phearns
-57.9246828,48.9457293,1029,{4325AB43-0355-4DD4-9B29-59174729B6D4},NL,eastern_rha,2020/12/09 17:29:59+00,294,1,0,0,276,3,15,44544,32.315,9.09794213213678,2020/12/09 17:35:10+00,phearns,2020/12/09 17:35:10+00,phearns
-57.9247182999999,48.9456898,1030,{D360BC1B-A95A-448F-8EF9-7DA2BF0F5CA3},NL,central_rha,2020/12/09 17:31:00+00,27,0,0,0,24,0,3,8008,8.959,3.01372921084943,2020/12/09 17:35:11+00,phearns,2020/12/09 17:35:11+00,phearns
-57.9247157,48.9456875000001,1031,{26ACBFE3-79B3-48D0-8B08-D0B165589C4F},NL,western_rha,2020/12/09 17:31:00+00,25,0,0,0,22,1,2,8895,7.414,3.37199892096035,2020/12/09 17:35:11+00,phearns,2020/12/09 17:35:11+00,phearns
-57.9247132,48.9456889000001,1032,{C618A87E-56C1-4AC3-8F11-0FC9347D8360},NL,labradorgrenfell_rha,2020/12/09 17:32:00+00,7,0,0,0,7,0,0,3886,3.605,1.94174757281553,2020/12/09 17:35:11+00,phearns,2020/12/09 17:35:11+00,phearns
0.0,0.0,1033,{22376240-5C64-4C6B-9DAF-5BD9C4B56270},NL,eastern_rha,2020/12/10 18:13:00+00,294,0,0,0,276,3,15,44832,32.315,9.09794213213678,2020/12/10 18:15:40+00,phearns,2020/12/10 18:15:40+00,phearns
0.0,0.0,1034,{E5865603-81C7-4739-AF4D-E76FB1CD98C1},NL,central_rha,2020/12/10 18:14:00+00,28,1,0,0,24,0,4,8112,8.959,3.12534881125126,2020/12/10 18:15:40+00,phearns,2020/12/10 18:15:40+00,phearns
0.0,0.0,1035,{C823D889-B022-4C64-9A2C-B6E6ED8D90FE},NL,western_rha,2020/12/10 18:14:00+00,25,0,0,0,23,1,1,8951,7.414,3.37199892096035,2020/12/10 18:15:41+00,phearns,2020/12/10 18:15:41+00,phearns
0.0,0.0,1036,{A0C6811F-0EEF-47B4-AF81-4DC180FD62B5},NL,labradorgrenfell_rha,2020/12/10 18:14:59+00,7,0,0,0,7,0,0,3898,3.605,1.94174757281553,2020/12/10 18:15:41+00,phearns,2020/12/10 18:15:41+00,phearns
0.0,0.0,1037,{546E3A81-E709-401C-BFFD-8E7B523DB5D3},NL,eastern_rha,2020/12/11 18:40:00+00,294,0,0,0,277,3,14,44995,32.315,9.09794213213678,2020/12/11 18:42:14+00,phearns,2020/12/11 18:42:14+00,phearns
0.0,0.0,1038,{B9317C35-419E-48A1-AC56-E55F4ED9599C},NL,central_rha,2020/12/11 18:40:59+00,28,0,0,0,24,0,4,8181,8.959,3.12534881125126,2020/12/11 18:42:15+00,phearns,2020/12/11 18:42:15+00,phearns
0.0,0.0,1039,{39A40623-C03C-4C66-8DE3-4BD9E239A9E2},NL,western_rha,2020/12/11 18:40:59+00,26,1,0,0,23,1,2,8993,7.414,3.50687887779876,2020/12/11 18:42:15+00,phearns,2020/12/11 18:42:15+00,phearns
0.0,0.0,1040,{C2B06691-5BBB-4FC3-AFF2-5778F302077D},NL,labradorgrenfell_rha,2020/12/11 18:40:59+00,7,0,0,0,7,0,0,3915,3.605,1.94174757281553,2020/12/11 18:42:15+00,phearns,2020/12/11 18:42:15+00,phearns
-57.9245999999999,48.9457061000001,1041,{8F80413B-83A4-4E16-A145-06681EE5A1FF},NL,eastern_rha,2020/12/12 17:51:59+00,294,0,0,0,277,3,14,45180,32.315,9.09794213213678,2020/12/12 17:54:36+00,phearns,2020/12/12 17:54:36+00,phearns
-57.9245649,48.9457084000001,1042,{5CF1D974-90FF-4ED7-B928-55A1BC3BFB0B},NL,central_rha,2020/12/12 17:52:59+00,28,0,0,0,24,0,4,8345,8.959,3.12534881125126,2020/12/12 17:54:36+00,phearns,2020/12/12 17:54:36+00,phearns
-57.9245655999999,48.9457089000001,1043,{3D7CDF04-057A-498C-869C-F74638D3936F},NL,western_rha,2020/12/12 17:52:59+00,29,3,0,0,23,1,5,9026,7.414,3.911518748314,2020/12/12 17:54:37+00,phearns,2020/12/12 17:54:37+00,phearns
-57.9245564999999,48.9457185000001,1044,{7C130666-0076-4020-A5B3-1FB8090C146F},NL,labradorgrenfell_rha,2020/12/12 17:54:00+00,7,0,0,0,7,0,0,3926,3.605,1.94174757281553,2020/12/12 17:54:37+00,phearns,2020/12/12 17:54:37+00,phearns
-57.9244426,48.9456604000001,1045,{5D81DA4A-AAFA-4F6E-BCA2-1EBA923866AB},NL,eastern_rha,2020/12/13 18:30:00+00,294,0,0,0,278,3,13,45328,3.1313,93.8907163159071,2020/12/13 18:31:15+00,phearns,2020/12/13 18:31:15+00,phearns
-57.9244669,48.9456954,1046,{DA2FCEB7-EDFC-4BDE-B642-E7BBB394E705},NL,central_rha,2020/12/13 18:30:59+00,28,0,0,0,24,0,4,8502,0.9276,30.1854247520483,2020/12/13 18:32:43+00,phearns,2020/12/13 18:32:43+00,phearns
-57.9244714,48.9456966000001,1047,{185FC140-8036-41F4-88A6-B7643BA20E35},NL,western_rha,2020/12/13 18:30:59+00,29,0,0,0,23,1,5,9071,0.7734,37.4967675200414,2020/12/13 18:32:44+00,phearns,2020/12/13 18:32:44+00,phearns
-57.9244783,48.9456998000001,1048,{C05AD60C-4C3E-4B3C-8CBD-C15716D0F910},NL,labradorgrenfell_rha,2020/12/13 18:32:00+00,7,0,0,0,7,0,0,3943,0.4005,17.478152309613,2020/12/13 18:32:44+00,phearns,2020/12/13 18:32:44+00,phearns
0.0,0.0,1049,{8B270E32-54A2-4BF3-B041-44A0EDB35734},NL,eastern_rha,2020/12/14 18:52:00+00,295,1,0,0,278,3,14,45517,3.1313,94.2100724938524,2020/12/14 18:54:24+00,phearns,2020/12/14 18:54:24+00,phearns
0.0,0.0,1050,{45FBD052-7335-465E-96F1-14008CCAD4EF},NL,central_rha,2020/12/14 18:53:00+00,28,0,0,0,24,0,4,8659,0.9276,30.1854247520483,2020/12/14 18:54:25+00,phearns,2020/12/14 18:54:25+00,phearns
0.0,0.0,1051,{AF732A75-D532-4314-AFC7-CC25F12D20CA},NL,labradorgrenfell_rha,2020/12/14 18:53:00+00,7,0,0,0,7,0,0,3949,0.4005,17.478152309613,2020/12/14 18:54:25+00,phearns,2020/12/14 18:54:25+00,phearns
0.0,0.0,1052,{247396F7-BE08-4AA4-982B-0550C2781021},NL,western_rha,2020/12/14 18:53:00+00,28,0,0,0,23,1,4,9190,0.7734,36.2037755365917,2020/12/14 18:54:25+00,phearns,2020/12/14 18:54:25+00,phearns
0.0,0.0,1053,{1D018535-879B-4D2B-B90F-4DCDF3CDFE2D},NL,eastern_rha,2020/12/15 17:54:00+00,296,1,0,0,279,3,14,45739,3.1313,94.5294286717977,2020/12/15 17:58:56+00,phearns,2020/12/15 17:58:56+00,phearns
0.0,0.0,1054,{472D3813-1D94-4E76-8661-03E9854B7BB9},NL,central_rha,2020/12/15 17:58:00+00,28,0,0,0,25,0,3,8818,0.9276,30.1854247520483,2020/12/15 17:58:56+00,phearns,2020/12/15 17:58:56+00,phearns
0.0,0.0,1055,{6D675133-BB9A-40B0-9239-4CCBC3D053A4},NL,western_rha,2020/12/15 17:58:00+00,28,0,0,0,24,1,3,9237,0.7734,36.2037755365917,2020/12/15 17:58:57+00,phearns,2020/12/15 17:58:57+00,phearns
0.0,0.0,1056,{90A313A7-7F63-49A2-9182-0C560383EDEB},NL,labradorgrenfell_rha,2020/12/15 17:58:00+00,7,0,0,0,7,0,0,3951,0.4005,17.478152309613,2020/12/15 17:58:57+00,phearns,2020/12/15 17:58:57+00,phearns
0.0,0.0,1057,{91FBB315-5CCA-4389-B0FD-0DC639E31F83},NL,eastern_rha,2020/12/16 16:15:59+00,300,4,0,0,280,3,17,45996,3.1313,95.8068533835787,2020/12/16 18:12:45+00,phearns,2020/12/16 18:12:45+00,phearns
0.0,0.0,1058,{521BCC7C-61A5-449D-87C8-471A2AD3BF67},NL,central_rha,2020/12/16 16:15:59+00,29,1,0,0,25,0,4,9020,0.9276,31.26347563605,2020/12/16 18:12:46+00,phearns,2020/12/16 18:12:46+00,phearns
0.0,0.0,1059,{FC953EA5-7B83-4470-A6D3-8B6AC38DE741},NL,western_rha,2020/12/16 16:15:59+00,28,0,0,0,25,1,2,9331,0.7734,36.2037755365917,2020/12/16 18:12:46+00,phearns,2020/12/16 18:12:46+00,phearns
0.0,0.0,1060,{DA66FF02-8B8B-4910-88A2-3A17BA22186C},NL,labradorgrenfell_rha,2020/12/16 16:17:00+00,7,0,0,0,7,0,0,3978,0.4005,17.478152309613,2020/12/16 18:12:46+00,phearns,2020/12/16 18:12:46+00,phearns
0.0,0.0,1061,{B11A367D-A606-4637-A387-031AC61CC266},NL,eastern_rha,2020/12/17 18:36:59+00,303,3,1,1,281,3,19,46207,3.1313,96.7649219174145,2020/12/17 18:40:55+00,phearns,2020/12/17 18:40:55+00,phearns
0.0,0.0,1062,{894DD740-59EA-4C06-AE17-57BC12870D68},NL,central_rha,2020/12/17 18:36:59+00,29,0,0,0,26,0,3,9205,0.9276,31.26347563605,2020/12/17 18:40:56+00,phearns,2020/12/17 18:40:56+00,phearns
0.0,0.0,1063,{A4C42126-9E8C-4B6D-A8CE-16B68BE6D62E},NL,western_rha,2020/12/17 18:39:00+00,28,0,0,0,25,1,2,9392,0.7734,36.2037755365917,2020/12/17 18:40:56+00,phearns,2020/12/17 18:40:56+00,phearns
0.0,0.0,1064,{B4A76E30-F065-4CD0-A378-508FCD21EF05},NL,labradorgrenfell_rha,2020/12/17 18:40:00+00,7,0,0,0,7,0,0,3994,0.4005,17.478152309613,2020/12/17 18:40:56+00,phearns,2020/12/17 18:40:56+00,phearns
-57.9490726,48.9428621000001,1065,{37AECA2C-D2AF-41F5-B896-9A61BC9F3E20},NL,eastern_rha,2020/12/18 20:13:00+00,305,2,1,1,283,3,19,46621,3.1313,97.403634273305,2020/12/18 20:14:57+00,phearns,2020/12/18 20:14:57+00,phearns
-57.9490714999999,48.9428738,1066,{84369368-8A96-45AC-8476-23C39E9287A9},NL,central_rha,2020/12/18 20:13:00+00,32,3,0,0,26,0,6,9366,0.9276,33.4195774040535,2020/12/18 20:14:57+00,phearns,2020/12/19 11:41:25+00,phearns
-57.9490709999999,48.9428804,1067,{30EBA11B-2DB1-486E-A477-F96772D98D62},NL,western_rha,2020/12/18 20:13:59+00,28,0,0,0,25,1,2,9442,0.7734,36.2037755365917,2020/12/18 20:14:58+00,phearns,2020/12/18 20:14:58+00,phearns
-57.9490598,48.9428657,1068,{49A7C9A9-8D0A-4665-A976-0DB34D035622},NL,labradorgrenfell_rha,2020/12/18 20:13:59+00,7,0,0,0,7,0,0,4032,0.4005,17.478152309613,2020/12/18 20:14:58+00,phearns,2020/12/18 20:14:58+00,phearns
-57.9245725,48.9457355000001,1069,{FCDE8712-B295-447E-B0D4-20F67985B77C},NL,eastern_rha,2020/12/19 17:48:00+00,313,8,1,1,283,3,24,46832,3.1313,99.9584836968671,2020/12/19 17:50:38+00,phearns,2020/12/20 00:52:50+00,phearns
-57.9245773,48.9457385000001,1070,{5D6241ED-946E-4AD7-8171-0BE79FC57030},NL,central_rha,2020/12/19 17:48:59+00,32,0,0,0,27,0,5,9528,0.9276,34.4976282880552,2020/12/19 17:50:38+00,phearns,2020/12/19 17:50:38+00,phearns
-57.9245779999999,48.9457388000001,1071,{0044AF0A-57A5-4B4A-9502-1C5730EF2C61},NL,western_rha,2020/12/19 17:48:59+00,28,0,0,0,25,1,2,9476,0.7734,36.2037755365917,2020/12/19 17:50:39+00,phearns,2020/12/19 17:50:39+00,phearns
-57.9245783,48.9457387,1072,{73E862FE-1C8F-4641-80E6-98236DE72EE3},NL,labradorgrenfell_rha,2020/12/19 17:50:00+00,7,0,0,0,7,0,0,4034,0.4005,17.478152309613,2020/12/19 17:50:39+00,phearns,2020/12/19 17:50:39+00,phearns
-57.9246825,48.9457334000001,1073,{B62128FA-ED9B-434D-8B34-77ADA3B851E9},NL,eastern_rha,2020/12/20 17:29:00+00,314,1,1,1,285,3,23,47032,3.1313,100.277839874812,2020/12/20 17:33:56+00,phearns,2020/12/20 17:33:56+00,phearns
-57.9246815,48.9457341,1074,{C35A5DA6-1D4C-42F1-B41F-D27A25B7C9EF},NL,central_rha,2020/12/20 17:29:00+00,33,1,0,0,27,0,6,9566,0.9276,35.5756791720569,2020/12/20 17:33:56+00,phearns,2020/12/20 17:33:56+00,phearns
-57.9246826999999,48.9457340000001,1075,{04247AC8-C313-4682-AF52-89D47F6208FF},NL,western_rha,2020/12/20 17:29:59+00,28,0,0,0,25,1,2,9529,0.7734,36.2037755365917,2020/12/20 17:33:57+00,phearns,2020/12/20 17:33:57+00,phearns
